tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,mes_da_oferta,servico_ofertado,aceitou,count_LICENCIAMENTO,count_TRANSFERÊNCIA,count_VISTORIA,count_REVISTORIA,count_EMISSÃO APTVE,count_EMISSÃO CRLV,count_PLACA CARRO,count_PLACA MOTO,count_PLACA REBOQUE,count_DESBLOQUEIOS,count_CONSULTA TOTAL,count_DECLARAÇÕES
Parceiro,2,140,537,2,6,4,EMISSÃO APTVE,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,230,1,3,4,PLACA MOTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,203,1,9,4,PLACA REBOQUE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,123,1,1,4,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,591,1,9,4,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,222,1,14,4,CADASTRO DE MOTOR,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,233,1,4,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,511,1,15,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,181,1,9,4,PLACA MOTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,156,1,19,4,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,549,1,14,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,525,1,9,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,196,1,0,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,588,0,4,4,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,280,147,2,24,4,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,167,1,14,4,TRANSFERÊNCIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,518,1,23,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,574,0,16,4,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1897,0,17,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,548,1,10,4,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2315,0,24,4,LIBERAÇÃO DO PÁTIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,151,1,6,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,210,1,5,4,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1932,0,21,4,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,509,1,24,4,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,219,1,8,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,212,1,20,4,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,259,1,10,4,PLACA REBOQUE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,171,1,4,4,LICENCIAMENTO,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,217,1,17,4,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,96,2,16,4,LIBERAÇÃO DO PÁTIO,0,1,1,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,839,0,23,4,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1849,0,0,4,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,284,0,14,4,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,568,1,18,4,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,625,1,4,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,588,1,22,4,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,204,1,8,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,284,1,21,4,AUTORIZAÇÃO PRÉVIA,0,0,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,595,1,21,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,600,1,6,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,621,1,5,4,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,595,1,3,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,584,1,20,4,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,163,1,22,4,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,264,1,5,4,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1426,0,14,4,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1285,0,6,4,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,122,1,18,4,EMISSÃO CRLV,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2207,0,8,4,CONSULTA TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,490,1,6,4,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,277,1,8,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2319,0,3,4,PLACA CARRO,1,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,575,1,7,4,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,522,1,5,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,116,1,8,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,570,1,15,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,496,0,5,4,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,545,1,17,4,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,555,1,12,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,204,1,5,4,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,224,1,19,4,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,126,1,20,4,PLACA MOTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,128,1,4,4,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,283,1,12,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1927,0,19,4,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,219,1,9,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,594,1,12,4,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,180,1,15,4,AUTORIZAÇÃO DE ESTAMPAGEM,1,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,220,1,14,4,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,216,1,21,4,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1572,0,17,4,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,589,2,8,4,LICENCIAMENTO,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,654,1,9,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,295,1,20,4,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,502,1,21,4,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,156,1,5,4,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,518,1,3,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,165,1,12,4,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,591,1,20,4,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,227,1,17,4,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,222,1,5,4,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,138,1,11,4,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,541,1,9,4,PLACA CARRO,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,539,1,22,4,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2235,0,10,4,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,297,1,6,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,300,1,16,4,DISTRATO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,169,1,21,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,287,1,14,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,107,2,9,4,VISTORIA,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,483,1,15,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,2155,0,15,4,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,215,1,20,4,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,536,1,16,4,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1324,0,9,4,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,160,183,2,9,4,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,177,1,15,4,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,134,1,1,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,239,1,11,4,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,589,1,3,4,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,157,1,13,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,235,1,10,4,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,144,1,5,4,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,192,1,7,4,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1508,0,15,4,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,168,1,10,4,EMISSÃO APTVE,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2247,0,19,4,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,218,1,22,4,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,136,1,6,4,EMISSÃO CRLV,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,488,1,17,4,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,657,1,8,4,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,260,1,10,4,EMISSÃO CRLV,1,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,191,1,6,4,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,230,1,1,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,143,1,19,4,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,206,1,4,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,621,1,7,4,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,200,1,24,4,DISTRATO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1184,0,15,4,CONSULTA TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,299,1,14,4,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,228,1,0,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1379,0,14,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,242,1,12,4,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,534,1,22,4,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,203,1,13,4,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,137,1,12,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1697,0,17,4,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,195,1,2,4,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,152,1,5,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,590,1,11,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,219,1,6,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,206,1,7,4,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,254,1,0,4,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,234,1,17,4,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,175,1,10,4,DISTRATO,0,0,1,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1479,0,1,4,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,535,1,13,4,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,124,1,17,4,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,212,1,7,4,EMISSÃO APTVE,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1066,0,20,4,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,164,1,21,4,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,157,1,19,4,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,136,1,13,4,AUTORIZAÇÃO DE ESTAMPAGEM,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1028,0,9,4,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,276,1,4,4,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,137,1,8,4,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1435,0,0,4,LIBERAÇÃO DO PÁTIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,277,1,15,4,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,543,1,0,4,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,220,1,14,4,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,219,1,13,4,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,131,1,10,4,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,2305,0,1,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,288,0,13,4,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,521,1,6,4,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,508,1,18,4,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,197,1,0,4,INMETRO,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,169,1,22,4,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,611,1,0,4,EMISSÃO CRLV,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,190,1,22,4,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2406,0,3,4,PLACA MOTO,1,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,134,2,21,4,LIBERAÇÃO DO PÁTIO,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,297,1,22,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1046,0,10,4,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,626,1,4,4,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,576,2,11,4,EMISSÃO CRLV,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,181,1,10,4,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,514,1,7,4,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,172,1,3,4,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,659,0,13,4,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,139,1,17,4,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,169,1,7,4,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,178,1,20,4,AUTORIZAÇÃO PRÉVIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,172,1,21,4,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,212,1,3,4,PLACA REBOQUE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1804,0,5,4,CONSULTA TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,289,0,13,4,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,288,1,8,4,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,224,1,0,4,TRANSFERÊNCIA,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1213,0,5,4,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,587,1,4,4,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,220,155,2,2,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,266,1,16,4,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,144,1,18,4,DISTRATO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,518,1,11,4,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,238,1,21,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,229,1,22,4,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1925,0,20,4,CONSULTA TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,100,783,1,20,4,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,503,1,12,4,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,153,1,15,4,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,227,1,15,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,261,1,10,4,EMISSÃO APTVE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,254,1,12,4,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,155,1,3,4,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,129,1,9,4,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,891,0,8,4,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,793,1,0,4,LICENCIAMENTO,0,0,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,161,1,12,4,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,489,1,7,4,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,823,0,8,4,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,272,1,11,4,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,165,1,21,4,LIBERAÇÃO DO PÁTIO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,630,1,5,4,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,167,1,0,4,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,533,1,6,4,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,569,1,9,4,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1841,0,13,4,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1824,0,18,4,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,178,1,6,4,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1828,0,10,4,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,157,1,10,4,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1385,0,4,4,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1143,0,1,4,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,184,1,13,4,DISTRATO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,158,1,5,4,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,233,1,18,4,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,767,0,3,4,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,551,1,7,4,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,522,1,1,4,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,810,0,8,4,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,131,1,1,4,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,217,1,4,4,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,229,1,0,4,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,174,1,9,4,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,161,1,19,4,DISTRATO,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1580,0,1,4,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,510,0,7,4,EMISSÃO APTVE,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,491,1,18,4,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,552,1,6,4,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,222,1,10,4,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,163,1,3,4,DISTRATO,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,552,1,12,4,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,558,1,14,4,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,6,360,162,1,5,4,LICENCIAMENTO,1,6,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,183,1,1,4,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,162,1,24,4,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1968,0,20,4,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
